Código EOL UE,Nome UE,Código EOL DRE,Nome da DRE UE,Sigla DRE,Nome da associação,CNPJ da associação,RF Presidente Diretoria,Nome Presidente Diretoria,RF Presidente Conselho Fiscal,Nome Presidente Conselho Fisca
092398,EMEI SAO PAULO,108600,IPIRANGA,IP,EMEI SÃO PAULO,52040482000107,,,,
092401,EMEI HEITOR VILLA LOBOS,108600,IPIRANGA,IP,EMEI HEITOR VILLA LOBOS,51933166000100,,,,
092410,"EMEI ANA ROSA DE ARAUJO, DA",108600,IPIRANGA,IP,EMEI DONA  ANA ROSA DE ARAUJO,50998350000167,,,,
092428,EMEI OSWALDO CRUZ,108600,IPIRANGA,IP,EMEI OSWALDO CRUZ,50998335000119,,,,
092436,"EMEI PAULO ALVES, TTE.",108600,IPIRANGA,IP,EMEI TENENTE PAULO ALVES,50996156000142,,,,
092444,"EMEI ALEXANDRE CORREIA, PROF.",109100,SANTO AMARO,SA,"EMEI ALEXANDRE CORREIA, PROF.",55235451000108,,,,
092452,EMEI QUINTA DAS PAINEIRAS,108600,IPIRANGA,IP,EMEI QUINTA DAS PAINEIRAS,52575503000199,,,,
092461,EMEI AFONSO CELSO,108600,IPIRANGA,IP,EMEI AFONSO CELSO,52442969000116,,,,
092479,"EMEI ZENAIDE GRANDINI, PROFA.",108600,IPIRANGA,IP,EMEI PROFESSORA ZENAIDE GRANDINI,52573631000101,,,,
092487,"EMEI SEBASTIAO SANCHES MARTINES, PROF",108600,IPIRANGA,IP,EMEI PROFESSOR  SEBASTIÃO SANCHES MARTINES,52167731000120,,,,
092495,EMEI JOSE VERISSIMO,108600,IPIRANGA,IP,EMEI JOSE VERISSIMO,52807807000134,,,,
092509,EMEI BRENNO FERRAZ DO AMARAL,108600,IPIRANGA,IP,EMEI BRENNO FERRAZ DO AMARAL,52170446000168,,,,
092517,EMEI ORIGENES LESSA,109200,SAO MATEUS,SM,EMEI ORIGENES LESSA ,52399516000154,,,,
092525,EMEI BENJAMIN CONSTANT,109200,SAO MATEUS,SM,EMEI BENJAMIN CONSTANT ,52164647000152,,,,
092533,EMEI JOSE CLEMENTE PEREIRA,109200,SAO MATEUS,SM,EMEI JOSE CLEMENTE PEREIRA ,52632932000150,,,,
092541,EMEI VICENTE DE CARVALHO,109200,SAO MATEUS,SM,EMEI VICENTE DE CARVALHO ,52028545000100,,,,
092550,EMEI ATAULFO ALVES,109200,SAO MATEUS,SM,EMEI ATAULFO ALVES ,52040334000192,,,,
092568,EMEI MARIO DE ANDRADE,109200,SAO MATEUS,SM,EMEI MARIO DE ANDRADE,52027679000106,,,,
092576,"EMEI VITAL BRAZIL, DR.",109200,SAO MATEUS,SM,EMEI DR VITAL BRAZIL ,52026010000108,,,,
092584,"EMEI ANTONIA DE OLIVEIRA MOTA DE ARAUJO, PROFA.",109200,SAO MATEUS,SM,EMEI PROF. ANTONIA DE OLIVEIRA M. DE ARAUJO ,54368279000190,,,,
092592,EMEI MANOEL FIEL FILHO,109200,SAO MATEUS,SM,EMEI MANOEL FIEL FILHO ,52031507000106,,,,
092606,EMEI ADEVALDO DE MORAES,109200,SAO MATEUS,SM,EMEI ADEVALDO DE MORAES ,55803811000112,,,,
092614,"EMEI CARLOS HUMBERTO VOLPON, PROF.",109200,SAO MATEUS,SM,EMEI PROF CARLOS HUMBERTO VOLPON ,56573009000146,,,,
092622,"EMEF ARLINDO CAETANO FILHO, PROF.",109200,SAO MATEUS,SM,EMEF PROFESSOR ARLINDO CAETANO FILHO ,52804770000190,,,,
092631,EMEI CLOVIS BEVILACQUA,109200,SAO MATEUS,SM,EMEI CLOVIS BEVILACQUA ,56098163000103,,,,
092649,EMEI CHIQUINHA GONZAGA,109200,SAO MATEUS,SM,EMEI CHIQUINHA GONZAGA ,57124646000106,,,,
092657,EMEI NINI DUARTE,109200,SAO MATEUS,SM,EMEI NINI DUARTE ,57185027000113,,,,
092665,EMEI CARMEM MIRANDA,109200,SAO MATEUS,SM,EMEI CARMEN MIRANDA ,57283483000104,,,,
092673,EMEI JOSE MAURO DE VASCONCELOS,109200,SAO MATEUS,SM,EMEI JOSE MAURO DE VASCONCELOS ,56094238000188,,,,
092681,EMEF JOSE DE ALCANTARA MACHADO FILHO,108100,BUTANTA,BT,EMEF JOSÉ DE ALCÂNTARA MACHADO FILHO,53498655000106,,,,
092690,"EMEF AMORIM LIMA, DES.",108100,BUTANTA,BT,EMEF DES. AMORIM LIMA,52023322000150,,,,
092703,"EMEF THEODOMIRO DIAS, DES.",108100,BUTANTA,BT,EMEF DES. THEODOMIRO DIAS,43226505000181,,,,
092711,"EMEF DEODORO DA FONSECA, MAL.",108100,BUTANTA,BT,EMEF MAL. DEODORO DA FONSECA,49749161000171,,,,
092720,"EMEF ARTHUR WHITAKER, DES.",108100,BUTANTA,BT,EMEF DES. ARTHUR WHITAKER,44982411000103,,,,
092738,EMEF TARSILA DO AMARAL,108100,BUTANTA,BT,EMEF TARSILA DO AMARAL,44904654000115,,,,
092746,"EMEF ALIPIO ANDRADA SERPA, TTE.",108100,BUTANTA,BT,EMEF TTE. ALÍPIO ANDRADA SERPA,50550060000156,,,,
092754,"EMEF ALCIDES GONCALVES ETCHEGOYEN, GEN.",108100,BUTANTA,BT,EMEF GAL. ALCIDES GONÇALVES ETCHEGOYEN,51530764000120,,,,
092762,EMEF JOAO XXIII,108100,BUTANTA,BT,EMEF JOÃO XXIII,52036704000118,,,,
092771,EMEF SOLANO TRINDADE,108100,BUTANTA,BT,EMEF SOLANO TRINDADE,50057439000129,,,,
092789,"EMEF LUIZ EDUARDO MATARAZZO, CDE.",108100,BUTANTA,BT,EMEF CDE. LUIZ EDUARDO MATARAZZO,52033776000101,,,,
092797,EMEF JULIO MESQUITA,108100,BUTANTA,BT,EMEF JULIO MESQUITA,51235471000110,,,,
092801,EMEF IBRAHIM NOBRE,108100,BUTANTA,BT,EMEF IBRAHIM NOBRE,45005642000111,,,,
092819,EMEF BRASIL-JAPAO,108100,BUTANTA,BT,EMEF BRASIL - JAPÃO,48322630000109,,,,
092827,"EMEF ALVARO SILVA BRAGA, GEN.",108100,BUTANTA,BT,EMEF GAL. ÁLVARO  SILVA BRAGA,52032125000105,,,,
092835,"EMEF ESPIRIDIAO ROSAS, MAL.",109000,PIRITUBA,PJ,EMEF ESPIRIDIÃO ROSAS,50258243000100,,,,
092843,"EMEF ROBERTO MANGE, PROF.",108100,BUTANTA,BT,EMEF PROF. ROBERTO MANGE,51944585000139,,,,
092851,"EMEF EUCLYDES DE OLIVEIRA FIGUEIREDO, GEN.",108100,BUTANTA,BT,EMEF GAL. EUCLYDES DE OLIVEIRA FIGUEIREDO,45879277000174,,,,
092860,"EMEF MARIO MOURA E ALBUQUERQUE, BEL.",108200,CAMPO LIMPO,CL,"EMEF - MARIO MOURA E ALBUQUERQUE, BEL.",51754208000137,,,,
092878,"EMEF CAROLINA RENNO RIBEIRO DE OLIVEIRA, PROFA.",108200,CAMPO LIMPO,CL,"EMEF - CAROLINA RENNO RIBEIRO DE OLIVEIRA, PROFª",51686442000174,,,,
092886,EMEF OLIVEIRA VIANA,108200,CAMPO LIMPO,CL,EMEF - OLIVEIRA VIANA,43560770000100,,,,
092894,"EMEF MARIO MARQUES DE OLIVEIRA, PROF.",108200,CAMPO LIMPO,CL,"EMEF - MARIO MARQUES DE OLIVEIRA, PROF.",51704757000105,,,,
092908,"EMEF CLEMENTE PASTORE, PROF.",108200,CAMPO LIMPO,CL,"EMEF - CLEMENTE PASTORE, PROF.",43613389000153,,,,
092916,EMEF ANTONIO ESTANISLAU DO AMARAL,108200,CAMPO LIMPO,CL,EMEF - ANTONIO ESTANISLAU DO AMARAL,53022034000143,,,,
092924,"EMEF MARIO RANGEL, CEL.",108200,CAMPO LIMPO,CL,"EMEF - MARIO RANGEL, CEL.",51237337000158,,,,
092932,"EMEF JORGE AMERICANO, PROF.",108200,CAMPO LIMPO,CL,"EMEF - JORGE AMERICANO, PROF.",51554939000139,,,,
092941,EMEF EUCLIDES DA CUNHA,108200,CAMPO LIMPO,CL,EMEF - EUCLIDES DA CUNHA,51691335000134,,,,
092959,"EMEF IRACEMA MARQUES DA SILVEIRA, PROFA.",108200,CAMPO LIMPO,CL,"EMEF - IRACEMA MARQUES DA SILVEIRA, PROFª",43613272000170,,,,
092967,"EMEF LEVY DE AZEVEDO SODRE, PROF.",108200,CAMPO LIMPO,CL,"EMEF - LEVY DE AZEVEDO SODRE, PROF.",47267513000127,,,,
092975,EMEF OTONIEL MOTA,108200,CAMPO LIMPO,CL,EMEF - OTONIEL MOTA,51529865000180,,,,
092983,EMEF PROCOPIO FERREIRA,108200,CAMPO LIMPO,CL,EMEF - PROCOPIO FERREIRA,51685238000139,,,,
092991,"EMEF AIRTON ARANTES RIBEIRO, PROF.",108200,CAMPO LIMPO,CL,"EMEF - AIRTON ARANTES RIBEIRO, PROF.",52838620000106,,,,
093009,"EMEF LUIZ TENORIO DE BRITO, CEL.",108200,CAMPO LIMPO,CL,"EMEF - LUIZ TENORIO DE BRITO, CEL.",51157287000107,,,,
093017,"EMEF ADHEMAR DE BARROS, PREF.",108200,CAMPO LIMPO,CL,"EMEF - ADHEMAR DE BARROS, PREF.",52032570000167,,,,
093025,"EMEF PALIMERCIO DE REZENDE, CEL.",108200,CAMPO LIMPO,CL,"EMEF - PALIMERCIO DE REZENDE, CEL.",54581368000110,,,,
093033,EMEF MAURICIO SIMAO,108200,CAMPO LIMPO,CL,EMEF - MAURICIO SIMAO,56826464000106,,,,
093041,EMEF LEONARDO VILLAS BOAS,108200,CAMPO LIMPO,CL,EMEF - LEONARDO VILLAS BOAS,52633575000145,,,,
093050,"EMEF SYNESIO ROCHA, MIN.",108200,CAMPO LIMPO,CL,"EMEF - SYNESIO ROCHA, MIN.",50535061000121,,,,
093068,EMEF ZULMIRA CAVALHEIRO FAUSTINO,108200,CAMPO LIMPO,CL,EMEF - ZULMIRA CAVALHEIRO FAUSTINO,52634912000119,,,,
093076,"EMEF PAULO COLOMBO PEREIRA DE QUEIROZ, DES.",108200,CAMPO LIMPO,CL,"EMEF - PAULO COLOMBO PEREIRA DE QUEIROZ, DES.",51762995000169,,,,
093084,"EMEF DE GAULLE, GEN.",108200,CAMPO LIMPO,CL,"EMEF - DE GAULLE, GEN.",50628114000159,,,,
093092,EMEF FAGUNDES VARELLA,108200,CAMPO LIMPO,CL,EMEF - FAGUNDES VARELLA,51542009000165,,,,
093106,EMEF DILERMANDO DIAS DOS SANTOS,109000,PIRITUBA,PJ,EMEF DILERMANDO DIAS DOS SANTOS,43221167000195,,,,
093114,"EMEF ANIBAL FREIRE, MIN.",109000,PIRITUBA,PJ,"EMEF ANIBAL FREIRE, MIN.",51931848000175,,,,
093122,"EMEF JOSE MARIA PINTO DUARTE, TTE.",109000,PIRITUBA,PJ,EMEF  JOSÉ MARIA PINTO DUARTE,52171410000107,,,,
093131,"EMEF MARIA ANTONIETA D'ALKIMIN BASTO, PROFA.",108100,BUTANTA,BT,EMEF PROFª Mª ANTONIETA D'ALKIMIN BASTO,52568797000121,,,,
093149,"EMEF OLAVO PEZZOTTI, PROF.",108100,BUTANTA,BT,EMEF PROF. OLAVO PEZZOTTI,52040508000117,,,,
093157,EMEF CHIQUINHA RODRIGUES,109100,SANTO AMARO,SA,EMEF CHIQUINHA RODRIGUES,46132627000105,,,,
093165,"EMEF JOSE DIAS DA SILVEIRA, DR.",108100,BUTANTA,BT,EMEF DR. JOSÉ DIAS DA SILVEIRA,52034048000114,,,,
093173,"EMEF JOAQUIM CANDIDO DE AZEVEDO MARQUES, DES.",109100,SANTO AMARO,SA,"EMEF JOAQUIM CANDIDO DE AZEVEDO MARQUES, DES.",59495200000105,,,,
093181,"EMEFM LINNEU PRESTES, PROF.",109100,SANTO AMARO,SA,"EMEFM LINNEU PRESTES, PROF.",51233781000103,,,,
093190,EMEF CARLOS DE ANDRADE RIZZINI,109100,SANTO AMARO,SA,EMEF CARLOS DE ANDRADE RIZZINI,51228229000119,,,,
093203,"EMEF LAERTE RAMOS DE CARVALHO, PROF.",109100,SANTO AMARO,SA,"EMEF LAERTE RAMOS DE CARVALHO, PROF.",51195121000177,,,,
093211,EMEF JOAO GUALBERTO DO AMARAL CARVALHO,109100,SANTO AMARO,SA,EMEF JOÃO GUALBERTO DO AMARAL CARVALHO,51184877000110,,,,
093220,"EMEF ANTONIO CARLOS DE ABREU SODRE, DR.",109100,SANTO AMARO,SA,"EMEF ANTONIO CARLOS DE ABREU SODRE, DR.",52946530000120,,,,
093238,EMEF ANTENOR NASCENTES,109100,SANTO AMARO,SA,EMEF ANTENOR NASCENTES,55951065000104,,,,
093246,"EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ, DES.",109100,SANTO AMARO,SA,"EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ, DES.",45878063000183,,,,
093254,"EMEF JOAO SUSSUMU HIRATA, DEP.",109100,SANTO AMARO,SA,"EMEF JOÃO SUSSUMU HIRATA, DEP.",52991650000140,,,,
093262,"EMEF ISABEL VIEIRA FERREIRA, PROFA.",109100,SANTO AMARO,SA,"EMEF ISABEL VIEIRA FERREIRA, PROFA",51536134000162,,,,
093271,"EMEF TIRADENTES, ALF.",109100,SANTO AMARO,SA,"EMEF TIRADENTES, ALF.",52626900000142,,,,
093289,"EMEF PEREIRA CARNEIRO, CDE.",109100,SANTO AMARO,SA,"EMEF PEREIRA CARNEIRO, CDE",51168219000135,,,,
093297,EMEF PLACIDO DE CASTRO,108300,CAPELA DO SOCORRO,CS,EMEF PLÁCIDO DE CASTRO,51157113000136,,,,
093301,EMEF HEITOR DE ANDRADE,108300,CAPELA DO SOCORRO,CS,EMEF HEITOR DE ANDRADE,51560175000194,,,,
093319,"EMEF ALMEIDA JUNIOR, PROF.",108300,CAPELA DO SOCORRO,CS,"EMEF ALMEIDA JUNIOR, PROF.",51183093000178,,,,
093327,"EMEF AFRANIO DE MELLO FRANCO, DR.",108300,CAPELA DO SOCORRO,CS,"EMEF AFRANIO DE MELLO FRANCO, DR.",51767549000147,,,,
093335,EMEF JOAO DE DEUS CARDOSO DE MELLO,108300,CAPELA DO SOCORRO,CS,EMEF JOÃO DE DEUS CARDOSO DE MELLO,50672823000131,,,,
093343,EMEF OLEGARIO MARIANO,108300,CAPELA DO SOCORRO,CS,EMEF OLEGÁRIO MARIANO,50209543000191,,,,
093351,"EMEF MILTON FERREIRA DE ALBUQUERQUE, PROF.",108300,CAPELA DO SOCORRO,CS,"EMEF MILTON FERREIRA DE ALBUQUERQUE, PROF.",51757292000142,,,,
093360,"EMEF ELIZA RACHEL MACEDO DE SOUZA, PROFA.",108300,CAPELA DO SOCORRO,CS,"EMEF ELIZA RACHEL MACEDO DE SOUZA, PROFA.",43220219000109,,,,
093378,"EMEF MANOEL DE ABREU, DR.",108300,CAPELA DO SOCORRO,CS,"EMEF MANOEL DE ABREU, DR.",51576528000144,,,,
093386,EMEF JOAQUIM BENTO ALVES DE LIMA NETO,108300,CAPELA DO SOCORRO,CS,EMEF JOAQUIM BENTO ALVES DE LIMA NETO,44881704000196,,,,
093394,"EMEF TEODOMIRO TOLEDO PIZA, DES.",108300,CAPELA DO SOCORRO,CS,EMEF TEODOMIRO TOLEDO PIZA,53371639000140,,,,
093408,EMEF PAULO SETUBAL,108300,CAPELA DO SOCORRO,CS,EMEF PAULO SETUBAL,45220167000104,,,,
093416,"EMEF JOSE AMADEI, ENG.",108300,CAPELA DO SOCORRO,CS,"EMEF JOSÉ AMADEI, ENG.",43761329000188,,,,
093424,"EMEF MIGUEL VIEIRA FERREIRA, DR.",108300,CAPELA DO SOCORRO,CS,"EMEF MIGUEL VIEIRA FERREIRA, DR.",50632470000146,,,,
093432,"EMEF CORREIA DE MELLO, BRIG.",108700,ITAQUERA,IQ,EMEF BRIG. CORREIA DE MELLO,53835468000162,,,,
093441,EMEF CARLOS CHAGAS,108700,ITAQUERA,IQ,EMEF CARLOS CHAGAS,50860386000180,,,,
093459,EMEF EDUARDO PRADO,108700,ITAQUERA,IQ,EMEF EDUARDO PRADO,44416220000176,,,,
093467,EMEF DANYLO JOSE FERNANDES,108700,ITAQUERA,IQ,EMEF DANYLO JOSÉ FERNANDES,55905954000135,,,,
093475,EMEF AYRES MARTINS TORRES,108700,ITAQUERA,IQ,EMEF AYRES MARTINS TORRES,43455666000147,,,,
093483,"EMEF HAROLDO VELOSO, BRIG.",108700,ITAQUERA,IQ,EMEF BRIG. HAROLDO VELOSO,43456979000110,,,,
093491,EMEF ARTUR NEIVA,108700,ITAQUERA,IQ,EMEF ARTUR NEIVA,117708000127,,,,
093505,EMEF BENEDITO CALIXTO,108700,ITAQUERA,IQ,EMEF BENEDITO CALIXTO,53830196000108,,,,
093513,"EMEF JOAO DE LIMA PAIVA, PROF.",108500,GUAIANASES,G,"EMEF JOÃO DE LIMA PAIVA, PROF",43787407000113,,,,
093521,EMEF VINTE E CINCO DE JANEIRO,108500,GUAIANASES,G,EMEF VINTE E CINCO DE JANEIRO,43787597000179,,,,
093530,"EMEF JOANA ANGELICA DE JESUS, MADRE",108500,GUAIANASES,G,"EMEF JOANA ANGELICA DE JESUS, MADRE",43675685000189,,,,
093548,EMEF SATURNINO PEREIRA,108500,GUAIANASES,G,EMEF SATURNINO PEREIRA,43787472000149,,,,
093556,"EMEF FELICIO PAGLIUSO, PROF.",109200,SAO MATEUS,SM,EMEF PROF.FELICIO PAGLIUSO ,51690717000143,,,,
093564,EMEF JOAQUIM OSORIO DUQUE ESTRADA,109200,SAO MATEUS,SM,EMEF JOAQUIM OSORIO DUQUE ESTRADA ,54282975000189,,,,
093572,EMEF COELHO NETO,109200,SAO MATEUS,SM,EMEF COELHO NETO ,51690691000133,,,,
093581,EMEF PLINIO DE QUEIROZ,109200,SAO MATEUS,SM,EMEF PLINIO DE QUEIROZ ,53983573000149,,,,
093599,EMEF JOSE MARIA WHITAKER,109200,SAO MATEUS,SM,EMEF JOSE MARIA WHITAKER ,51690709000105,,,,
093602,EMEF RODRIGO MELLO FRANCO DE ANDRADE,109200,SAO MATEUS,SM,EMEF RODRIGO MELLO FRANCO DE ANDRADE ,51721249000127,,,,
093611,"EMEF RIVADAVIA MARQUES JUNIOR, PROF.",109200,SAO MATEUS,SM,EMEF PROF. RIVADAVIA MARQUES JUNIOR ,54282959000196,,,,
093629,"EMEF AURELIO ARROBAS MARTINS, PROF.",108700,ITAQUERA,IQ,EMEF PROF AURÉLIO A. MARTINS,58630518000199,,,,
093637,EMEFM OSWALDO ARANHA BANDEIRA DE MELLO,108500,GUAIANASES,G,EMEFM OSWALDO ARANHA BANDEIRA DE MELLO,57394330000126,,,,
093645,EMEF MAURICIO GOULART,108500,GUAIANASES,G,EMEF MAURICIO GOULART,58119736000163,,,,
093653,EMEF VLADIMIR HERZOG,108500,GUAIANASES,G,EMEF VLADIMIR HERZOG,57351611000100,,,,
093661,EMEF OCTAVIO MANGABEIRA,108900,PENHA,PE,EMEF OCTÁVIO MANGABEIRA,53835393000110,,,,
093670,EMEF AMADEU AMARAL,108900,PENHA,PE,EMEF AMADEU AMARAL ,51553873000162,,,,
093688,"EMEF PEDRO ALEIXO, DR.",109300,SAO MIGUEL,MP,EMEF DR. PEDRO ALEIXO,54224043000180,,,,
093696,"EMEF EPITACIO PESSOA, PRES.",109300,SAO MIGUEL,MP,EMEF PRES. EPITÁCIO PESSOA,51684405000127,,,,
093700,EMEF RAUL PILLA,109300,SAO MIGUEL,MP,EMEF RAUL PILLA,863614000105,,,,
093718,"EMEF ANTONIO DUARTE DE ALMEIDA, PROF.",108700,ITAQUERA,IQ,EMEF PROF ANT. D. DE ALMEIDA,59181792000190,,,,
093726,EMEF PEDRO TEIXEIRA,109300,SAO MIGUEL,MP,EMEF PEDRO TEXEIRA,54416730000105,,,,
093734,EMEF ANTONIO CARLOS DE ANDRADA E SILVA,109300,SAO MIGUEL,MP,EMEFANTONIO CARLOS DE A. E SILVA,51583466000106,,,,
093742,"EMEF LUIS SAIA, ARQ.",109300,SAO MIGUEL,MP,EMEF ARQ. LUIS SAIA,44780179000112,,,,
093751,"EMEF PAULO ROLIM LOUREIRO, D.",109300,SAO MIGUEL,MP,EMEF DOM PAULO ROLIM LOUREIRO,53817854000121,,,,
093769,"EMEF PEDRO DE FRONTIN, ALM.",109300,SAO MIGUEL,MP,EMEF ALM. PEDRO DE FRONTIN,52637477000186,,,,
093777,"EMEF FERNANDO DE AZEVEDO, PROF.",109300,SAO MIGUEL,MP,EMEF PROF. FERNANDO DE AZEVEDO,55537575000130,,,,
093785,EMEF JOAO RIBEIRO DE BARROS,108500,GUAIANASES,G,EMEF JOÃO RIBEIRO DE BARROS,43560507000102,,,,
093793,"EMEF JOSE DE ANCHIETA, PE.",109300,SAO MIGUEL,MP,EMEF PE. JOSÉ DE ANCHIETA,67635722000193,,,,
093807,"EMEF JOAO AUGUSTO BREVES, DR.",109300,SAO MIGUEL,MP,EMEF DR. JOÃO AUGUSTO BREVES,59938175000197,,,,
093815,EMEF ALEXANDRE DE GUSMAO,108500,GUAIANASES,G,EMEF ALEXANDRE DE GUSMÃO,54003678000157,,,,
093823,EMEF HENRIQUE FELIPE DA COSTA - HENRICAO,109300,SAO MIGUEL,MP,EMEF HENRIQUE FELIPE DA COSTA,56274673000194,,,,
093831,EMEF ANTONIA E ARTUR BEGBIE,109300,SAO MIGUEL,MP,EMEF ANTONIA E ARTUR BEGBIE,51721397000141,,,,
093840,"EMEF NEWTON REIS, GEN.",109300,SAO MIGUEL,MP,EMEF GEN NEWTON REIS,59391177000109,,,,
093858,"EMEF MARIA IMILDA DO SANTISSIMO SACRAMENTO, ME.",109300,SAO MIGUEL,MP,EMEF MARIA IMILDA DO S. SACRAMENTO,59088260000103,,,,
093866,EMEF RAIMUNDO CORREIA,109300,SAO MIGUEL,MP,EMEF RAIMUNDO CORREIA,53758959000157,,,,
093874,EMEF JOSE AMERICO DE ALMEIDA,109300,SAO MIGUEL,MP,EMEF JOSÉ AMÉRICO DE ALMEIDA,53832143000126,,,,
093882,"EMEF JOSE BENTO DE ASSIS, PROF.",109300,SAO MIGUEL,MP,EMEF PROF. JOSÉ BENTO DE ASSIS,59181776000106,,,,
093891,EMEF ARMANDO CRIDEY RIGHETTI,109300,SAO MIGUEL,MP,EMEF ARMANDO CRIDEY RIGHETTI,54325436000180,,,,
093904,EMEF CAPISTRANO DE ABREU,109300,SAO MIGUEL,MP,EMEF CAPISTRANO DE ABREU,57853384000102,,,,
093912,"EMEF CARLOS PASQUALE, PROF.",109300,SAO MIGUEL,MP,EMEF PROF. CARLOS PASQUALE,64025893000102,,,,
093921,EMEF EZEQUIEL RAMOS JUNIOR,109300,SAO MIGUEL,MP,EMEF EZEQUIEL RAMOS JUNIOR,791887000183,,,,
093939,EMEF SUD MENNUCCI,109300,SAO MIGUEL,MP,EMEF SUD MENNUCCI,53824587000110,,,,
093947,"EMEF OTHELO FRANCO, GEN.",108900,PENHA,PE,EMEF GENERAL OTHELO FRANCO,51959070000102,,,,
093955,EMEF JACKSON DE FIGUEIREDO,108900,PENHA,PE,EMEF JACKSON DE FIGUEIREDO,51766723000137,,,,
093963,"EMEF JOAO PINHEIRO, PRES.",108900,PENHA,PE,EMEF PRES. JOÃO PINHEIRO,51692697000140,,,,
093971,EMEF 19 DE NOVEMBRO,108900,PENHA,PE,EMEF 19 DE NOVEMBRO,52169422000199,,,,
093980,EMEF FIRMINO TIBURCIO DA COSTA,108900,PENHA,PE,"EMEF ""FIRMINO TIBURCIO DA COSTA""",51738128000198,,,,
093998,"EMEF ABRAO DE MORAES, PROF.",108900,PENHA,PE,EMEF PROF. ABRÃO DE MORAES,52633898000139,,,,
094005,EMEF HUMBERTO DE CAMPOS,108900,PENHA,PE,EMEF HUMBERTO DE CAMPOS,51722239000106,,,,
094013,EMEF JOSE BONIFACIO,108900,PENHA,PE,EMEF JOSÉ BONIFÁCIO,52024874000182,,,,
094021,"EMEF CAIRU, VISC. DE",108900,PENHA,PE,EMEF VISCONDE DE CAIRU,50261718000100,,,,
094030,EMEF ARTHUR ALVIM,108900,PENHA,PE,EMEF DE ARTHUR ALVIM,53826095000163,,,,
094048,"EMEF ANTONIO VIEIRA, PE.",108900,PENHA,PE,EMEF PADRE ANTÔNIO VIEIRA,51760544000192,,,,
094056,"EMEF JENNY GOMES, DA.",108900,PENHA,PE,EMEF DONA JENNY GOMES,51696607000199,,,,
094064,EMEF 8 DE MAIO,108700,ITAQUERA,IQ,EMEF 8 DE MAIO,51542538000169,,,,
094072,"EMEF WANNY SALGADO ROCHA, PROFA",108900,PENHA,PE,EMEF PROFESSORA WANNY SALGADO ROCHA,51602928000187,,,,
094081,"EMEF HENRIQUE PEGADO, PROF.",108900,PENHA,PE,EMEF PROFESSOR HENRIQUE PEGADO,49875875000126,,,,
094099,"EMEF JUAREZ TAVORA, MAL.",108900,PENHA,PE,EMEF MARECHAL JUAREZ TÁVORA,52571304000102,,,,
094102,"EMEF FRANCISCO DE MONT' ALVERNE, FREI",108900,PENHA,PE,EMEF FREI FRANCISCO DE MONT' ALVERNE,53760161000140,,,,
094111,EMEF LUIS WASHINGTON VITA,108900,PENHA,PE,EMEF LUIS WASHINGTON VITA,51694651000160,,,,
094129,EMEF GUILHERME DE ALMEIDA,108900,PENHA,PE,EMEF GUILHERME DE ALMEIDA,55491419000185,,,,
094137,EMEF CECILIA MEIRELES,108900,PENHA,PE,EMEF CECILIA MEIRELES,50640598000151,,,,
094145,EMEF EDGARD CAVALHEIRO,108900,PENHA,PE,EMEF EDGARD CAVALHEIRO,47310768000125,,,,
094153,EMEF ARTHUR AZEVEDO,108900,PENHA,PE,EMEF ARTHUR AZEVEDO,51585552000140,,,,
094161,"EMEF NILO PECANHA, PRES.",108400,FREGUESIA/BRASILANDIA,FO,EMEF NILO PEÇANHA,46233011000112,,,,
094170,EMEF PLINIO AYROSA,108400,FREGUESIA/BRASILANDIA,FO,EMEF PLINIO AYROSA,57750176000188,,,,
094188,"EMEF JOANINHA GRASSI FAGUNDES, PROFA.",108400,FREGUESIA/BRASILANDIA,FO,EMEF PROF JOANINHA GRASSI FAGUNDES,43422807000125,,,,
094196,EMEF ERICO VERISSIMO,108400,FREGUESIA/BRASILANDIA,FO,EMEF ERICO VERISSIMO,52034501000192,,,,
094200,"EMEF MILTOM CAMPOS, SEN.",108400,FREGUESIA/BRASILANDIA,FO,EMEF MILTON CAMPOS,52191319000145,,,,
094218,"EMEF ANDRE RODRIGUES DE ALCKMIN, PROF.",108400,FREGUESIA/BRASILANDIA,FO,EMEF PROFESSOR  ANDRE RODRIGUES DE ALCKM IN,52027166000103,,,,
094226,"EMEF RAUL FERNANDES, EMB.",108400,FREGUESIA/BRASILANDIA,FO,EMEF RAUL FERNANDES,71588370000130,,,,
094234,EMEF THEO DUTRA,108400,FREGUESIA/BRASILANDIA,FO,EMEF THEO DUTRA,53177929000157,,,,
094242,"EMEF ANTONIO PRUDENTE, PROF.",108400,FREGUESIA/BRASILANDIA,FO,EMEF PROF ANTONIO PRUDENTE,52566403000104,,,,
094251,"EMEF SEBASTIAO NOGUEIRA DE LIMA, DES.",108400,FREGUESIA/BRASILANDIA,FO,"EMEF SEBASTIÃO NOGUEIRA DE LIMA, DES.",53102828000117,,,,
094269,EMEF CASTRO ALVES,108400,FREGUESIA/BRASILANDIA,FO,EMEF CASTRO ALVES,59830968000198,,,,
094277,EMEF JOAO AMOS COMENIUS,108400,FREGUESIA/BRASILANDIA,FO,EMEF JOAO AMOS COMENIUS,59580167000111,,,,
094285,EMEF RAUL DE LEONI,108800,JACANA/TREMEMBE,JT,EMEF RAUL DE LEONI,52026564000105,,,,
